site,date,variable,value
cherwell,2010-11-15,temperature,5.957142857142857
cherwell,2010-11-16,temperature,5.6
cherwell,2010-11-17,temperature,5.742857142857143
cherwell,2010-11-18,temperature,5.885714285714285
cherwell,2010-11-19,temperature,6.0285714285714285
cherwell,2010-11-20,temperature,6.171428571428571
cherwell,2010-11-21,temperature,6.314285714285714
cherwell,2010-11-22,temperature,6.457142857142856
cherwell,2010-11-23,temperature,6.6
cherwell,2010-11-24,temperature,5.8428571428571425
cherwell,2010-11-25,temperature,5.085714285714285
cherwell,2010-11-26,temperature,4.328571428571428
cherwell,2010-11-27,temperature,3.571428571428571
cherwell,2010-11-28,temperature,2.814285714285714
cherwell,2010-11-29,temperature,2.057142857142857
cherwell,2010-11-30,temperature,1.3
cherwell,2010-12-01,temperature,1.2857142857142858
cherwell,2010-12-02,temperature,1.2714285714285714
cherwell,2010-12-03,temperature,1.2571428571428571
cherwell,2010-12-04,temperature,1.2428571428571429
cherwell,2010-12-05,temperature,1.2285714285714286
cherwell,2010-12-06,temperature,1.2142857142857142
cherwell,2010-12-07,temperature,1.2
cherwell,2010-12-08,temperature,1.4857142857142858
cherwell,2010-12-09,temperature,1.7714285714285714
cherwell,2010-12-10,temperature,2.057142857142857
cherwell,2010-12-11,temperature,2.3428571428571425
cherwell,2010-12-12,temperature,2.628571428571428
cherwell,2010-12-13,temperature,2.914285714285714
cherwell,2010-12-14,temperature,3.2
cherwell,2010-12-15,temperature,2.757142857142857
cherwell,2010-12-16,temperature,2.3142857142857145
cherwell,2010-12-17,temperature,1.8714285714285714
cherwell,2010-12-18,temperature,1.4285714285714286
cherwell,2010-12-19,temperature,0.9857142857142858
cherwell,2010-12-20,temperature,0.5428571428571427
cherwell,2010-12-21,temperature,0.1
cherwell,2010-12-22,temperature,0.32142857142857145
cherwell,2010-12-23,temperature,0.5428571428571429
cherwell,2010-12-24,temperature,0.7642857142857143
cherwell,2010-12-25,temperature,0.9857142857142858
cherwell,2010-12-26,temperature,1.2071428571428573
cherwell,2010-12-27,temperature,1.4285714285714288
cherwell,2010-12-28,temperature,1.6500000000000001
cherwell,2010-12-29,temperature,1.8714285714285717
cherwell,2010-12-30,temperature,2.092857142857143
cherwell,2010-12-31,temperature,2.3142857142857145
cherwell,2011-01-01,temperature,2.535714285714286
cherwell,2011-01-02,temperature,2.7571428571428576
cherwell,2011-01-03,temperature,2.978571428571429
cherwell,2011-01-04,temperature,3.2
cherwell,2011-01-05,temperature,3.7857142857142856
cherwell,2011-01-06,temperature,4.371428571428572
cherwell,2011-01-07,temperature,4.957142857142857
cherwell,2011-01-08,temperature,5.542857142857143
cherwell,2011-01-09,temperature,6.128571428571428
cherwell,2011-01-10,temperature,6.7142857142857135
cherwell,2011-01-11,temperature,7.3
cherwell,2011-01-12,temperature,7.214285714285714
cherwell,2011-01-13,temperature,7.128571428571428
cherwell,2011-01-14,temperature,7.042857142857143
cherwell,2011-01-15,temperature,6.957142857142857
cherwell,2011-01-16,temperature,6.871428571428572
cherwell,2011-01-17,temperature,6.785714285714286
cherwell,2011-01-18,temperature,6.7
cherwell,2011-01-19,temperature,6.5285714285714285
cherwell,2011-01-20,temperature,6.357142857142858
cherwell,2011-01-21,temperature,6.185714285714286
cherwell,2011-01-22,temperature,6.014285714285714
cherwell,2011-01-23,temperature,5.8428571428571425
cherwell,2011-01-24,temperature,5.671428571428572
cherwell,2011-01-25,temperature,5.5
cherwell,2011-01-26,temperature,5.128571428571428
cherwell,2011-01-27,temperature,4.757142857142857
cherwell,2011-01-28,temperature,4.385714285714286
cherwell,2011-01-29,temperature,4.014285714285714
cherwell,2011-01-30,temperature,3.642857142857143
cherwell,2011-01-31,temperature,3.2714285714285714
cherwell,2011-02-01,temperature,2.9
cherwell,2011-02-02,temperature,3.5142857142857142
cherwell,2011-02-03,temperature,4.128571428571429
cherwell,2011-02-04,temperature,4.742857142857144
cherwell,2011-02-05,temperature,5.357142857142858
cherwell,2011-02-06,temperature,5.9714285714285715
cherwell,2011-02-07,temperature,6.585714285714287
cherwell,2011-02-08,temperature,7.2
cherwell,2011-02-09,temperature,7.216666666666667
cherwell,2011-02-10,temperature,7.233333333333333
cherwell,2011-02-11,temperature,7.25
cherwell,2011-02-12,temperature,7.266666666666667
cherwell,2011-02-13,temperature,7.283333333333333
cherwell,2011-02-14,temperature,7.3
cherwell,2011-02-15,temperature,7.1375
cherwell,2011-02-16,temperature,6.975
cherwell,2011-02-17,temperature,6.8125
cherwell,2011-02-18,temperature,6.65
cherwell,2011-02-19,temperature,6.4875
cherwell,2011-02-20,temperature,6.325
cherwell,2011-02-21,temperature,6.1625
cherwell,2011-02-22,temperature,6.0
cherwell,2011-02-23,temperature,5.8428571428571425
cherwell,2011-02-24,temperature,5.685714285714286
cherwell,2011-02-25,temperature,5.5285714285714285
cherwell,2011-02-26,temperature,5.371428571428572
cherwell,2011-02-27,temperature,5.214285714285714
cherwell,2011-02-28,temperature,5.057142857142858
cherwell,2011-03-01,temperature,4.9
cherwell,2011-03-02,temperature,4.9714285714285715
cherwell,2011-03-03,temperature,5.042857142857144
cherwell,2011-03-04,temperature,5.114285714285715
cherwell,2011-03-05,temperature,5.185714285714286
cherwell,2011-03-06,temperature,5.257142857142857
cherwell,2011-03-07,temperature,5.328571428571429
cherwell,2011-03-08,temperature,5.4
cherwell,2011-03-09,temperature,5.842857142857143
cherwell,2011-03-10,temperature,6.285714285714286
cherwell,2011-03-11,temperature,6.728571428571429
cherwell,2011-03-12,temperature,7.171428571428572
cherwell,2011-03-13,temperature,7.614285714285714
cherwell,2011-03-14,temperature,8.057142857142857
cherwell,2011-03-15,temperature,8.5
cherwell,2011-03-16,temperature,8.642857142857142
cherwell,2011-03-17,temperature,8.785714285714286
cherwell,2011-03-18,temperature,8.928571428571429
cherwell,2011-03-19,temperature,9.071428571428571
cherwell,2011-03-20,temperature,9.214285714285714
cherwell,2011-03-21,temperature,9.357142857142858
cherwell,2011-03-22,temperature,9.5
cherwell,2011-03-23,temperature,9.585714285714285
cherwell,2011-03-24,temperature,9.67142857142857
cherwell,2011-03-25,temperature,9.757142857142856
cherwell,2011-03-26,temperature,9.842857142857143
cherwell,2011-03-27,temperature,9.928571428571429
cherwell,2011-03-28,temperature,10.014285714285714
cherwell,2011-03-29,temperature,10.1
cherwell,2011-03-30,temperature,10.185714285714285
cherwell,2011-03-31,temperature,10.27142857142857
cherwell,2011-04-01,temperature,10.357142857142856
cherwell,2011-04-02,temperature,10.442857142857143
cherwell,2011-04-03,temperature,10.528571428571428
cherwell,2011-04-04,temperature,10.614285714285714
cherwell,2011-04-05,temperature,10.7
cherwell,2011-04-06,temperature,11.149999999999999
cherwell,2011-04-07,temperature,11.6
cherwell,2011-04-08,temperature,12.05
cherwell,2011-04-09,temperature,12.5
cherwell,2011-04-10,temperature,12.95
cherwell,2011-04-11,temperature,13.4
cherwell,2011-04-12,temperature,13.35
cherwell,2011-04-13,temperature,13.3
cherwell,2011-04-14,temperature,13.25
cherwell,2011-04-15,temperature,13.2
cherwell,2011-04-16,temperature,13.15
cherwell,2011-04-17,temperature,13.1
cherwell,2011-04-18,temperature,13.05
cherwell,2011-04-19,temperature,13.0
cherwell,2011-04-20,temperature,13.185714285714285
cherwell,2011-04-21,temperature,13.371428571428572
cherwell,2011-04-22,temperature,13.557142857142857
cherwell,2011-04-23,temperature,13.742857142857144
cherwell,2011-04-24,temperature,13.928571428571429
cherwell,2011-04-25,temperature,14.114285714285714
cherwell,2011-04-26,temperature,14.3
cherwell,2011-04-27,temperature,14.057142857142857
cherwell,2011-04-28,temperature,13.814285714285715
cherwell,2011-04-29,temperature,13.571428571428571
cherwell,2011-04-30,temperature,13.32857142857143
cherwell,2011-05-01,temperature,13.085714285714285
cherwell,2011-05-02,temperature,12.842857142857142
cherwell,2011-05-03,temperature,12.6
cherwell,2011-05-04,temperature,13.083333333333332
cherwell,2011-05-05,temperature,13.566666666666666
cherwell,2011-05-06,temperature,14.05
cherwell,2011-05-07,temperature,14.533333333333333
cherwell,2011-05-08,temperature,15.016666666666666
cherwell,2011-05-09,temperature,15.5
cherwell,2011-05-10,temperature,15.242857142857142
cherwell,2011-05-11,temperature,14.985714285714286
cherwell,2011-05-12,temperature,14.728571428571428
cherwell,2011-05-13,temperature,14.471428571428572
cherwell,2011-05-14,temperature,14.214285714285714
cherwell,2011-05-15,temperature,13.957142857142857
cherwell,2011-05-16,temperature,13.7
cherwell,2011-05-17,temperature,13.712499999999999
cherwell,2011-05-18,temperature,13.725
cherwell,2011-05-19,temperature,13.7375
cherwell,2011-05-20,temperature,13.75
cherwell,2011-05-21,temperature,13.7625
cherwell,2011-05-22,temperature,13.775
cherwell,2011-05-23,temperature,13.787500000000001
cherwell,2011-05-24,temperature,13.8
cherwell,2011-05-25,temperature,13.742857142857144
cherwell,2011-05-26,temperature,13.685714285714287
cherwell,2011-05-27,temperature,13.62857142857143
cherwell,2011-05-28,temperature,13.571428571428571
cherwell,2011-05-29,temperature,13.514285714285714
cherwell,2011-05-30,temperature,13.457142857142857
cherwell,2011-05-31,temperature,13.4
cherwell,2011-06-01,temperature,13.685714285714287
cherwell,2011-06-02,temperature,13.971428571428572
cherwell,2011-06-03,temperature,14.257142857142858
cherwell,2011-06-04,temperature,14.542857142857143
cherwell,2011-06-05,temperature,14.82857142857143
cherwell,2011-06-06,temperature,15.114285714285714
cherwell,2011-06-07,temperature,15.4
cherwell,2011-06-08,temperature,15.314285714285715
cherwell,2011-06-09,temperature,15.22857142857143
cherwell,2011-06-10,temperature,15.142857142857144
cherwell,2011-06-11,temperature,15.057142857142857
cherwell,2011-06-12,temperature,14.971428571428572
cherwell,2011-06-13,temperature,14.885714285714286
cherwell,2011-06-14,temperature,14.8
cherwell,2011-06-15,temperature,15.014285714285714
cherwell,2011-06-16,temperature,15.22857142857143
cherwell,2011-06-17,temperature,15.442857142857143
cherwell,2011-06-18,temperature,15.657142857142858
cherwell,2011-06-19,temperature,15.871428571428572
cherwell,2011-06-20,temperature,16.085714285714285
cherwell,2011-06-21,temperature,16.3
cherwell,2011-06-22,temperature,16.5
cherwell,2011-06-23,temperature,16.7
cherwell,2011-06-24,temperature,16.9
cherwell,2011-06-25,temperature,17.1
cherwell,2011-06-26,temperature,17.3
cherwell,2011-06-27,temperature,17.5
cherwell,2011-06-28,temperature,17.7
cherwell,2011-06-29,temperature,17.685714285714287
cherwell,2011-06-30,temperature,17.67142857142857
cherwell,2011-07-01,temperature,17.65714285714286
cherwell,2011-07-02,temperature,17.642857142857142
cherwell,2011-07-03,temperature,17.62857142857143
cherwell,2011-07-04,temperature,17.614285714285714
cherwell,2011-07-05,temperature,17.6
cherwell,2011-07-06,temperature,17.45714285714286
cherwell,2011-07-07,temperature,17.314285714285717
cherwell,2011-07-08,temperature,17.171428571428574
cherwell,2011-07-09,temperature,17.02857142857143
cherwell,2011-07-10,temperature,16.885714285714286
cherwell,2011-07-11,temperature,16.742857142857144
cherwell,2011-07-12,temperature,16.6
cherwell,2011-07-13,temperature,16.571428571428573
cherwell,2011-07-14,temperature,16.542857142857144
cherwell,2011-07-15,temperature,16.514285714285716
cherwell,2011-07-16,temperature,16.485714285714284
cherwell,2011-07-17,temperature,16.457142857142856
cherwell,2011-07-18,temperature,16.428571428571427
cherwell,2011-07-19,temperature,16.4
cherwell,2011-07-20,temperature,16.4
cherwell,2011-07-21,temperature,16.4
cherwell,2011-07-22,temperature,16.4
cherwell,2011-07-23,temperature,16.4
cherwell,2011-07-24,temperature,16.4
cherwell,2011-07-25,temperature,16.4
cherwell,2011-07-26,temperature,16.4
cherwell,2011-07-27,temperature,16.785714285714285
cherwell,2011-07-28,temperature,17.17142857142857
cherwell,2011-07-29,temperature,17.557142857142857
cherwell,2011-07-30,temperature,17.942857142857143
cherwell,2011-07-31,temperature,18.32857142857143
cherwell,2011-08-01,temperature,18.714285714285715
cherwell,2011-08-02,temperature,19.1
cherwell,2011-08-03,temperature,18.642857142857146
cherwell,2011-08-04,temperature,18.185714285714287
cherwell,2011-08-05,temperature,17.728571428571428
cherwell,2011-08-06,temperature,17.271428571428572
cherwell,2011-08-07,temperature,16.814285714285717
cherwell,2011-08-08,temperature,16.357142857142858
cherwell,2011-08-09,temperature,15.9
cherwell,2011-08-10,temperature,16.042857142857144
cherwell,2011-08-11,temperature,16.185714285714287
cherwell,2011-08-12,temperature,16.32857142857143
cherwell,2011-08-13,temperature,16.47142857142857
cherwell,2011-08-14,temperature,16.614285714285714
cherwell,2011-08-15,temperature,16.757142857142856
cherwell,2011-08-16,temperature,16.9
cherwell,2011-08-17,temperature,16.67142857142857
cherwell,2011-08-18,temperature,16.442857142857143
cherwell,2011-08-19,temperature,16.214285714285715
cherwell,2011-08-20,temperature,15.985714285714286
cherwell,2011-08-21,temperature,15.757142857142858
cherwell,2011-08-22,temperature,15.528571428571428
cherwell,2011-08-23,temperature,15.3
cherwell,2011-08-24,temperature,15.285714285714286
cherwell,2011-08-25,temperature,15.271428571428572
cherwell,2011-08-26,temperature,15.257142857142858
cherwell,2011-08-27,temperature,15.242857142857142
cherwell,2011-08-28,temperature,15.228571428571428
cherwell,2011-08-29,temperature,15.214285714285714
cherwell,2011-08-30,temperature,15.2
cherwell,2011-08-31,temperature,15.228571428571428
cherwell,2011-09-01,temperature,15.257142857142856
cherwell,2011-09-02,temperature,15.285714285714285
cherwell,2011-09-03,temperature,15.314285714285715
cherwell,2011-09-04,temperature,15.342857142857143
cherwell,2011-09-05,temperature,15.371428571428572
cherwell,2011-09-06,temperature,15.4
cherwell,2011-09-07,temperature,15.342857142857143
cherwell,2011-09-08,temperature,15.285714285714286
cherwell,2011-09-09,temperature,15.22857142857143
cherwell,2011-09-10,temperature,15.17142857142857
cherwell,2011-09-11,temperature,15.114285714285714
cherwell,2011-09-12,temperature,15.057142857142857
cherwell,2011-09-13,temperature,15.0
cherwell,2011-09-14,temperature,14.928571428571429
cherwell,2011-09-15,temperature,14.857142857142858
cherwell,2011-09-16,temperature,14.785714285714286
cherwell,2011-09-17,temperature,14.714285714285714
cherwell,2011-09-18,temperature,14.642857142857142
cherwell,2011-09-19,temperature,14.571428571428571
cherwell,2011-09-20,temperature,14.5
cherwell,2011-09-21,temperature,14.516666666666666
cherwell,2011-09-22,temperature,14.533333333333333
cherwell,2011-09-23,temperature,14.55
cherwell,2011-09-24,temperature,14.566666666666666
cherwell,2011-09-25,temperature,14.583333333333332
cherwell,2011-09-26,temperature,14.6
cherwell,2011-09-27,temperature,14.7125
cherwell,2011-09-28,temperature,14.825
cherwell,2011-09-29,temperature,14.9375
cherwell,2011-09-30,temperature,15.05
cherwell,2011-10-01,temperature,15.1625
cherwell,2011-10-02,temperature,15.275
cherwell,2011-10-03,temperature,15.3875
cherwell,2011-10-04,temperature,15.5
cherwell,2011-10-05,temperature,15.385714285714286
cherwell,2011-10-06,temperature,15.27142857142857
cherwell,2011-10-07,temperature,15.157142857142857
cherwell,2011-10-08,temperature,15.042857142857143
cherwell,2011-10-09,temperature,14.928571428571429
cherwell,2011-10-10,temperature,14.814285714285713
cherwell,2011-10-11,temperature,14.7
cherwell,2011-10-12,temperature,14.128571428571428
cherwell,2011-10-13,temperature,13.557142857142857
cherwell,2011-10-14,temperature,12.985714285714286
cherwell,2011-10-15,temperature,12.414285714285715
cherwell,2011-10-16,temperature,11.842857142857142
cherwell,2011-10-17,temperature,11.27142857142857
cherwell,2011-10-18,temperature,10.7
cherwell,2011-10-19,temperature,10.728571428571428
cherwell,2011-10-20,temperature,10.757142857142856
cherwell,2011-10-21,temperature,10.785714285714285
cherwell,2011-10-22,temperature,10.814285714285715
cherwell,2011-10-23,temperature,10.842857142857143
cherwell,2011-10-24,temperature,10.871428571428572
cherwell,2011-10-25,temperature,10.9
cherwell,2011-10-26,temperature,11.042857142857143
cherwell,2011-10-27,temperature,11.185714285714287
cherwell,2011-10-28,temperature,11.32857142857143
cherwell,2011-10-29,temperature,11.471428571428572
cherwell,2011-10-30,temperature,11.614285714285714
cherwell,2011-10-31,temperature,11.757142857142858
cherwell,2011-11-01,temperature,11.9
cherwell,2011-11-02,temperature,11.671428571428573
cherwell,2011-11-03,temperature,11.442857142857143
cherwell,2011-11-04,temperature,11.214285714285715
cherwell,2011-11-05,temperature,10.985714285714286
cherwell,2011-11-06,temperature,10.757142857142858
